destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;car;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
Home;Alone;Sunny;30;6PM;Carry_out_and_Take_away;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
Home;Alone;Rainy;55;10PM;Coffee_House;2h;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
Home;Alone;Snowy;30;10PM;Coffee_House;2h;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
Home;Alone;Snowy;30;10PM;Carry_out_and_Take_away;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;1;1;0;1;1
Home;Alone;Sunny;80;6PM;Restaurant_20_50;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
Home;Alone;Sunny;80;10PM;Restaurant_20_50;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
Work;Alone;Rainy;55;7AM;Restaurantless_20;2h;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;1;0;1
Work;Alone;Rainy;55;7AM;Carry_out_and_Take_away;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
Work;Alone;Snowy;30;7AM;Coffee_House;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
Work;Alone;Snowy;30;7AM;Restaurantless_20;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
Work;Alone;Snowy;30;7AM;Bar;1d;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;1;1;0;1;0
Work;Alone;Sunny;80;7AM;Restaurant_20_50;2h;Female;26;Single;0;Bachelors_degree;Office_and_Administrative_Support;12500_24999;;less1;less1;less1;less1;less1;1;0;0;1;0;1
No_Urgent_Place;Kid_s;Sunny;30;10PM;Restaurant_20_50;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
No_Urgent_Place;Kid_s;Snowy;30;6PM;Bar;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;10PM;Bar;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;55;10PM;Bar;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;30;10AM;Carry_out_and_Take_away;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Snowy;30;2PM;Restaurantless_20;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Alone;Rainy;55;10AM;Bar;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Alone;Sunny;80;10AM;Restaurantless_20;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;0
No_Urgent_Place;Kid_s;Sunny;55;6PM;Restaurantless_20;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;1
Home;Kid_s;Sunny;55;10PM;Restaurant_20_50;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;1;0;0
Home;Kid_s;Sunny;55;10PM;Restaurant_20_50;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
Home;Partner;Sunny;30;10PM;Bar;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;1;0;1;0
Home;Alone;Sunny;80;6PM;Carry_out_and_Take_away;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;1;0;1
Home;Alone;Sunny;30;6PM;Carry_out_and_Take_away;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;1
Home;Alone;Rainy;55;10PM;Coffee_House;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
Home;Alone;Snowy;30;10PM;Coffee_House;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;0;0;1;0
Home;Alone;Sunny;80;6PM;Restaurant_20_50;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
Work;Alone;Rainy;55;7AM;Carry_out_and_Take_away;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;0;1;1
Work;Alone;Snowy;30;7AM;Coffee_House;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;1;0;1
Work;Alone;Snowy;30;7AM;Bar;1d;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;1;1;0;1;1
Work;Alone;Sunny;80;7AM;Restaurant_20_50;2h;Female;41;Married_partner;1;Associates_degree;Unemployed;62500_74999;;less1;less1;less1;less1;less1;1;0;0;1;0;0
No_Urgent_Place;Alone;Sunny;55;2PM;Restaurantless_20;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Carry_out_and_Take_away;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;80;10AM;Restaurantless_20;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;80;10AM;Bar;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Kid_s;Sunny;80;2PM;Restaurantless_20;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;55;2PM;Restaurantless_20;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;55;6PM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Home;Alone;Sunny;55;6PM;Bar;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;1;0;1
Home;Alone;Sunny;55;6PM;Restaurant_20_50;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Home;Alone;Sunny;80;6PM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;0;1;0
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;1;0;1;0
Work;Alone;Sunny;55;7AM;Bar;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;1;0;1;1
Work;Alone;Sunny;80;7AM;Restaurant_20_50;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Work;Alone;Sunny;80;7AM;Carry_out_and_Take_away;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;1;0;1
Work;Alone;Sunny;55;7AM;Restaurantless_20;1d;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;0;0;0;1;1
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Female;46;Married_partner;1;Some_college_no_degree;Sales_and_Related;25000_37499;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Alone;Sunny;55;2PM;Restaurantless_20;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Bar;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Restaurantless_20;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;6PM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Carry_out_and_Take_away;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Alone;Sunny;55;10AM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
Home;Alone;Sunny;55;6PM;Bar;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;1;0;1
Home;Alone;Sunny;55;6PM;Restaurant_20_50;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Home;Alone;Sunny;80;6PM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;1;0;1;1
Work;Alone;Sunny;55;7AM;Bar;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;1;0;1;1
Work;Alone;Sunny;80;7AM;Restaurant_20_50;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Work;Alone;Sunny;80;7AM;Carry_out_and_Take_away;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Work;Alone;Sunny;55;7AM;Restaurantless_20;1d;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;0;0;0;1;1
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Male;21;Single;0;Some_college_no_degree;Student;100000_or_More;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Alone;Sunny;80;10AM;Bar;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;10AM;Coffee_House;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;2PM;Restaurantless_20;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Partner;Sunny;80;10AM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Partner;Sunny;80;10AM;Restaurant_20_50;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Partner;Sunny;80;10AM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Partner;Sunny;80;2PM;Coffee_House;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
No_Urgent_Place;Partner;Sunny;80;6PM;Restaurantless_20;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;1
No_Urgent_Place;Partner;Sunny;80;6PM;Bar;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;0
Home;Alone;Sunny;80;6PM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Home;Alone;Sunny;80;6PM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;0;1;0
Home;Alone;Sunny;80;6PM;Restaurantless_20;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Home;Alone;Sunny;80;6PM;Coffee_House;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;1;0;1;0
Home;Alone;Sunny;80;10PM;Restaurantless_20;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Home;Alone;Sunny;80;10PM;Carry_out_and_Take_away;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Work;Alone;Sunny;80;7AM;Coffee_House;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Work;Alone;Sunny;80;7AM;Coffee_House;2h;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;1;0;0
Work;Alone;Sunny;80;7AM;Carry_out_and_Take_away;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;1;0;1;0
Work;Alone;Sunny;80;7AM;Carry_out_and_Take_away;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;0;0;1;0;0
Work;Alone;Sunny;55;7AM;Coffee_House;1d;Female;26;Unmarried_partner;0;Graduate_degree__Masters_or_Doctorate;Legal;37500_49999;;less1;less1;1_3;less1;never;1;1;0;0;1;0
No_Urgent_Place;Alone;Sunny;55;2PM;Restaurantless_20;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Bar;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Restaurantless_20;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;6PM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Carry_out_and_Take_away;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Alone;Sunny;55;10AM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;0
Home;Alone;Sunny;55;6PM;Bar;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;1;0;1
Home;Alone;Sunny;55;6PM;Restaurant_20_50;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;0
Home;Alone;Sunny;80;6PM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;1;0;1;0
Work;Alone;Sunny;55;7AM;Bar;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;1;0;1;1
Work;Alone;Sunny;80;7AM;Restaurant_20_50;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
Work;Alone;Sunny;80;7AM;Carry_out_and_Take_away;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;1;0;0
Work;Alone;Sunny;55;7AM;Restaurantless_20;1d;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;0;0;0;1;1
Work;Alone;Sunny;55;7AM;Coffee_House;2h;Female;41;Single;1;Some_college_no_degree;Office_and_Administrative_Support;25000_37499;;less1;less1;less1;less1;never;1;1;0;0;1;1
No_Urgent_Place;Alone;Sunny;55;2PM;Restaurantless_20;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Coffee_House;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;2PM;Coffee_House;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Friend_s;Sunny;80;6PM;Restaurantless_20;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Friend_s;Sunny;55;2PM;Carry_out_and_Take_away;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;80;10AM;Restaurantless_20;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;80;10AM;Carry_out_and_Take_away;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Kid_s;Sunny;80;10AM;Bar;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;0
No_Urgent_Place;Kid_s;Sunny;80;2PM;Restaurantless_20;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;0;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;55;2PM;Restaurantless_20;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
No_Urgent_Place;Kid_s;Sunny;55;6PM;Coffee_House;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;0
Home;Alone;Sunny;55;6PM;Bar;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;0;0;1;0;1
Home;Alone;Sunny;55;6PM;Restaurant_20_50;1d;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;1;0;0;1;1
Home;Alone;Sunny;80;6PM;Coffee_House;2h;Female;31;Married_partner;1;Graduate_degree__Masters_or_Doctorate;Unemployed;62500_74999;;never;less1;1_3;less1;less1;1;0;0;0;1;0
